"Lab.Nut","TP","TP_flg","SRP","SRP_flg","NH3-N","NH3-N_flg","NO23-N","NO23-N_flg","TKN","TKN_flg","TN","TN_flg"
"K5563-131",0.01,,4.0e-03,,0.02,,0.33,,0.26,,,
"K5563-135",7.0e-03,,5.0e-03,,0.01,,0.29,,0.22,,,
"K5563-136",8.0e-03,,5.0e-03,,0.01,,0.30,,0.22,,,
"K5563-137",7.0e-03,,5.0e-03,,0.02,,0.30,,0.24,,,
"K5563-138",0.16,,3.0e-03,,0.02,,0.25,,0.27,,,
"K5563-139",0.03,,3.0e-03,,0.02,,0.28,,0.30,,,
"K5563-140",0.04,,3.0e-03,,0.02,,0.36,,0.38,,,
"K5563-142",5.0e-03,,3.0e-03,,0.01,,0.14,,0.22,,,
"K5563-143",4.0e-03,,5.0e-03,,0.18,,0.13,,0.21,,,
"K5563-144",5.0e-03,,5.0e-03,,0.01,,0.23,,0.22,,,
"K5563-145",4.0e-03,,6.0e-03,,7.0e-03,,0.28,,0.21,,,
"K5563-146",0.01,,0.01,,0.12,,0.09,,0.32,,,
"K5563-147",1.48,,6.0e-03,,0.05,,0.02,,0.81,,,
"K5563-93",0.01,,3.0e-03,,4.0e-03,,0.09,,0.22,,,
"K5563-94",7.0e-03,,2.0e-03,,5.0e-03,,0.32,,0.23,,,
"K5563-95",7.0e-03,,3.0e-03,,8.0e-03,,0.26,,0.25,,,
"K5563-96",0.01,,6.0e-03,,6.0e-03,,0.38,,0.29,,,
"K5563-97",6.0e-03,,4.0e-03,,3.0e-03,"<",0.25,,0.27,,,
"K5563-98",7.0e-03,,5.0e-03,,9.0e-03,,0.16,,0.45,,,
"K5563-99",6.0e-03,,4.0e-03,,0.01,,0.08,,0.24,,,
"K5573-14",5.0e-03,,1.0e-03,,3.0e-03,"<",0.13,,0.05,"<",,
"K5573-15",3.0e-03,,2.0e-03,,3.0e-03,"<",0.12,,0.05,"<",,
"K5573-16",4.0e-03,,7.0e-03,,5.0e-03,,0.38,,0.05,"<",,
"K5573-17",5.0e-03,,9.0e-03,,5.0e-03,,0.38,,0.21,,,
"K5573-18",3.0e-03,"<",1.0e-03,"<",7.0e-03,,0.15,,0.21,,,
"K5573-19",2.0e-03,,1.0e-03,"<",4.0e-03,,0.15,,0.20,,,
"K5580-15",7.0e-03,,1.0e-03,"<",7.0e-03,,0.20,,0.41,,,
"K5580-16",7.0e-03,,1.0e-03,"<",3.0e-03,"<",0.23,,0.48,,,
"K5580-17",7.0e-03,,1.0e-03,"<",3.0e-03,"<",0.22,,0.46,,,
"K5580-18",0.01,,5.0e-03,"<",3.0e-03,"<",0.42,,0.61,,,
"K5580-19",0.01,,8.0e-03,,3.0e-03,"<",0.44,,0.44,,,
"K5580-20",8.0e-03,,2.0e-03,,9.0e-03,,0.28,,0.43,,,
"K5580-21",7.0e-03,,1.0e-03,"<",3.0e-03,"<",0.28,,0.37,,,
"K5584-100",8.0e-03,,5.0e-03,,0.01,,0.39,,0.31,,,
"K5584-101",3.0e-03,,1.0e-03,"<",0.01,,0.22,,0.19,,,
"K5584-102",5.0e-03,,1.0e-03,"<",0.01,,0.22,,0.17,,,
"K5584-103",8.0e-03,,1.0e-03,"<",0.07,,0.23,,0.19,,,
"K5584-106",0.05,,3.0e-03,,0.15,,0.50,,0.44,,,
"K5584-108",8.0e-03,,6.0e-03,,0.01,,0.18,,0.17,,,
"K5584-109",7.0e-03,,1.0e-03,,0.01,,0.21,,0.23,,,
"K5584-110",8.0e-03,,4.0e-03,,0.01,,0.30,,0.09,,,
"K5584-111",8.0e-03,,2.0e-03,,0.03,,0.31,,0.22,,,
"K5584-112",5.0e-03,,1.0e-03,"<",0.01,,0.23,,0.23,,,
"K5584-113",5.0e-03,,1.0e-03,"<",0.01,,0.31,,0.08,,,
"K5584-114",7.0e-03,,1.0e-03,,0.05,,0.35,,0.15,,,
"K5584-115",6.0e-03,,1.0e-03,"<",0.02,,0.27,,0.06,,,
"K5584-116",7.0e-03,,1.0e-03,,0.02,,0.34,,0.25,,,
"K5584-117",0.01,,1.0e-03,,0.06,,0.36,,0.42,,,
"K5584-120",0.02,,2.0e-03,,0.02,,0.29,,0.22,,,
"K5584-121",6.0e-03,,1.0e-03,"<",0.02,,0.32,,0.23,,,
"K5584-122",7.0e-03,,1.0e-03,"<",0.05,,0.33,,0.38,,,
"K5584-123",0.43,,2.0e-03,,0.10,,0.65,,1.08,,,
"K5584-124",0.37,,2.0e-03,,0.09,,0.60,,0.94,,,
"K5584-125",5.0e-03,,1.0e-03,"<",0.02,,0.21,,0.15,,,
"K5584-126",0.01,,1.0e-03,"<",0.03,,0.20,,0.57,,,
"K5584-127",7.0e-03,,1.0e-03,,0.01,,0.29,,0.57,,,
"K5584-128",0.01,,0.01,,0.05,,0.44,,0.75,,,
"K5584-129",2.00,,5.0e-03,,0.26,,0.16,,3.74,,,
"K5584-133",5.0e-03,,1.0e-03,"<",0.02,,0.19,,0.62,,,
"K5584-134",4.0e-03,,1.0e-03,"<",0.02,,0.20,,0.73,,,
"K5584-135",0.01,,8.0e-03,,0.02,,0.49,,0.70,,,
"K5584-80",6.0e-03,,1.0e-03,"<",0.02,,0.23,,0.35,,,
"K5584-81",7.0e-03,,2.0e-03,,4.0e-03,,0.26,,0.35,,,
"K5584-82",5.0e-03,,1.0e-03,"<",7.0e-03,,0.17,,0.30,,,
"K5584-83",5.0e-03,,1.0e-03,"<",0.01,,0.17,,0.29,,,
"K5584-84",5.0e-03,,1.0e-03,"<",8.0e-03,,0.26,,0.35,,,
"K5584-85",8.0e-03,,6.0e-03,,3.0e-03,,0.39,,0.39,,,
"K5584-86",9.0e-03,,7.0e-03,,3.0e-03,"<",0.36,,0.45,,,
"K5584-87",0.01,,5.0e-03,,3.0e-03,,0.36,,0.35,,,
"K5584-90",5.0e-03,,1.0e-03,"<",0.01,,0.20,,0.29,,,
"K5584-91",4.0e-03,,1.0e-03,"<",0.02,,0.21,,0.35,,,
"K5584-92",9.0e-03,,6.0e-03,,6.0e-03,,0.41,,0.36,,,
"K5584-93",8.0e-03,,5.0e-03,,6.0e-03,,0.37,,0.31,,,
"K5584-94",6.0e-03,,1.0e-03,"<",7.0e-03,,0.21,,0.34,,,
"K5584-95",6.0e-03,,1.0e-03,,0.01,,0.23,,0.22,,,
"K5584-96",8.0e-03,,0.01,,6.0e-03,,0.37,,0.66,,,
"K5584-97",9.0e-03,,1.0e-03,"<",0.02,,0.32,,1.26,,,
"K5584-98",5.0e-03,,1.0e-03,"<",0.01,,0.22,,0.22,,,
"K5584-99",5.0e-03,,1.0e-03,"<",0.03,,0.21,,0.24,,,
"K5591-20",7.0e-03,,1.0e-03,"<",7.0e-03,,0.13,,0.19,,,
"K5591-21",7.0e-03,,2.0e-03,,0.01,,0.22,,0.26,,,
"K5591-22",6.0e-03,,3.0e-03,,6.0e-03,,0.35,,0.18,,,
"K5591-23",0.02,,0.02,,6.0e-03,,0.34,,0.27,,,
"K5591-24",0.01,,4.0e-03,,3.0e-03,,0.34,,0.21,,,
"K5591-25",6.0e-03,,3.0e-03,,3.0e-03,,0.33,,0.29,,,
"K5591-26",5.0e-03,,1.0e-03,"<",3.0e-03,,0.27,,0.22,,,
"K5601-10",3.0e-03,"<",1.0e-03,"<",3.0e-03,"<",0.34,,0.29,,,
"K5601-11",3.0e-03,,2.0e-03,,3.0e-03,"<",0.37,,0.28,,,
"K5601-12",3.0e-03,,3.0e-03,,3.0e-03,"<",0.32,,0.24,,,
"K5601-13",3.0e-03,"<",1.0e-03,"<",3.0e-03,"<",0.31,,0.25,,,
"K5601-14",3.0e-03,,1.0e-03,"<",3.0e-03,"<",0.29,,0.26,,,
"K5601-8",3.0e-03,"<",1.0e-03,"<",0.01,,0.10,,0.21,,,
"K5601-9",3.0e-03,,1.0e-03,"<",0.01,,0.23,,0.26,,,
"K5611-100",0.01,,4.0e-03,,7.0e-03,,0.35,,0.29,,,
"K5611-102",5.0e-03,,5.0e-03,,0.01,,0.31,,0.26,,,
"K5611-104",7.0e-03,,7.0e-03,,5.0e-03,,0.37,,0.27,,,
"K5611-25",3.0e-03,,3.0e-03,,0.05,,0.29,,0.24,,,
"K5611-26",5.0e-03,,3.0e-03,,3.0e-03,"<",0.31,,0.28,,,
"K5611-28",3.0e-03,,6.0e-03,,0.01,,0.07,,0.21,,,
"K5611-29",5.0e-03,,5.0e-03,,0.03,,0.13,,0.19,,,
"K5611-30",3.0e-03,,5.0e-03,,8.0e-03,,0.28,,0.24,,,
"K5611-31",3.0e-03,,5.0e-03,,0.01,,0.36,,0.26,,,
"K5611-32",5.0e-03,,5.0e-03,,0.02,,0.40,,0.33,,,
"K5611-33",4.0e-03,,5.0e-03,,0.01,,0.10,,0.30,,,
"K5611-34",3.0e-03,"<",4.0e-03,,5.0e-03,,0.26,,0.18,,,
"K5611-35",3.0e-03,,6.0e-03,,0.02,,0.34,,0.25,,,
"K5611-36",3.0e-03,"<",5.0e-03,,0.02,,0.19,,0.15,,,
"K5611-37",3.0e-03,"<",3.0e-03,,0.02,,0.16,,0.22,,,
"K5611-38",3.0e-03,"<",3.0e-03,,8.0e-03,,0.24,,0.13,,,
"K5611-39",3.0e-03,"<",3.0e-03,,0.01,,0.32,,0.16,,,
"K5611-40",3.0e-03,,3.0e-03,,0.03,,0.24,,0.18,,,
"K5611-41",0.02,,4.0e-03,,0.01,,0.28,,0.16,,,
"K5611-42",3.0e-03,,4.0e-03,,7.0e-03,,0.25,,0.28,,,
"K5611-43",3.0e-03,"<",4.0e-03,,0.01,,0.25,,0.15,,,
"K5611-46",3.0e-03,"<",3.0e-03,,0.04,,0.41,,0.25,,,
"K5611-47",3.0e-03,"<",6.0e-03,,0.07,,0.25,,0.22,,,
"K5611-85",3.0e-03,,3.0e-03,,3.0e-03,"<",0.06,,0.25,,,
"K5611-86",4.0e-03,,3.0e-03,,0.01,,0.14,,0.30,,,
"K5611-87",3.0e-03,,3.0e-03,,3.0e-03,"<",0.27,,0.17,,,
"K5611-88",3.0e-03,"<",5.0e-03,,3.0e-03,"<",0.37,,0.26,,,
"K5611-89",3.0e-03,"<",0.01,,6.0e-03,,0.12,,0.19,,,
"K5611-90",3.0e-03,"<",4.0e-03,,3.0e-03,"<",0.26,,0.24,,,
"K5611-91",8.0e-03,,6.0e-03,,3.0e-03,"<",0.33,,0.24,,,
"K5611-92",7.0e-03,,4.0e-03,,0.01,,0.34,,0.47,,,
"K5611-93",8.0e-03,,5.0e-03,,3.0e-03,,0.43,,0.29,,,
"K5611-94",5.0e-03,,5.0e-03,,5.0e-03,,0.30,,0.18,,,
"K5611-95",0.02,,6.0e-03,,0.01,,0.21,,0.39,,,
"K5611-96",0.02,,9.0e-03,,0.01,,0.24,,0.30,,,
"K5611-97",0.01,,9.0e-03,,4.0e-03,,0.45,,0.27,,,
"K5611-98",0.12,,5.0e-03,,0.01,,0.06,,0.47,,,
"K5611-99",0.25,,5.0e-03,,5.0e-03,,0.06,,0.62,,,
"k5634-20",5.0e-03,,1.0e-03,"<",8.0e-03,,0.30,,0.25,,,
"k5634-21",5.0e-03,,1.0e-03,,0.01,,3.0e-03,"<",0.25,,,
"k5634-22",0.04,,1.0e-03,,0.02,,0.07,,0.34,,,
"k5634-23",0.01,,1.0e-03,,0.01,,0.23,,0.30,,,
"k5634-24",4.0e-03,,2.0e-03,,0.02,,0.33,,0.28,,,
"k5634-25",5.0e-03,,5.0e-03,,0.03,,0.38,,0.26,,,
"k5634-26",0.01,,5.0e-03,,0.03,,0.39,,0.28,,,
"k5634-27",5.0e-03,,5.0e-03,,8.0e-03,,0.33,,0.27,,,
"k5652-100",0.01,,0.01,,7.0e-03,,0.41,,0.13,,,
"k5652-103",0.02,,5.0e-03,,0.01,,0.23,,0.29,,,
"k5652-104",7.0e-03,,6.0e-03,,0.04,,0.62,,0.32,,,
"k5652-105",0.01,,0.01,,6.0e-03,,0.51,,0.21,,,
"k5652-106",0.02,,0.02,,8.0e-03,,0.49,,0.21,,,
"k5652-107",0.03,,0.01,,0.03,,0.41,,0.30,,,
"k5652-108",0.02,,0.02,,0.03,,0.82,,0.56,,,
"k5652-109",0.24,,0.02,,0.03,,0.81,,0.63,,,
"k5652-110",0.28,,8.0e-03,,0.01,,0.04,,0.21,,,
"k5652-111",8.0e-03,,5.0e-03,,0.05,,0.15,,0.25,,,
"k5652-112",4.0e-03,,1.0e-03,"<",0.01,,0.25,,0.15,,,
"k5652-113",4.0e-03,,4.0e-03,,0.02,,0.34,,0.22,,,
"k5652-114",0.01,,8.0e-03,,0.03,,0.01,,0.79,,,
"k5652-116",0.19,,4.0e-03,,0.01,,3.0e-03,"<",0.25,,,
"k5652-117",4.0e-03,,3.0e-03,,0.02,,0.24,,0.40,,,
"k5652-118",8.0e-03,,3.0e-03,,0.01,,0.25,,0.18,,,
"k5652-119",5.0e-03,,7.0e-03,,0.01,,0.39,,0.23,,,
"k5652-120",0.01,,4.0e-03,,0.02,,3.0e-03,"<",0.22,,,
"k5652-121",4.0e-03,,4.0e-03,,0.01,,3.0e-03,"<",0.25,,,
"k5652-122",6.0e-03,,2.0e-03,,0.01,,0.23,,0.16,,,
"k5652-123",0.01,,7.0e-03,,0.02,,0.46,,0.29,,,
"k5652-124",4.0e-03,,2.0e-03,,0.02,,0.31,,0.29,,,
"k5652-64",3.0e-03,,1.0e-03,"<",6.0e-03,,0.31,,0.11,,,
"k5652-67",3.0e-03,,4.0e-03,,0.02,,3.0e-03,"<",0.09,,,
"k5652-68",3.0e-03,,4.0e-03,,5.0e-03,,0.02,,0.20,,,
"k5652-69",3.0e-03,,1.0e-03,,4.0e-03,,0.24,,0.14,,,
"k5652-70",3.0e-03,,1.0e-03,"<",8.0e-03,,0.34,,0.16,,,
"k5652-71",5.0e-03,,6.0e-03,,6.0e-03,,0.41,,0.12,,,
"k5652-72",0.01,,8.0e-03,,8.0e-03,,0.41,,0.07,,,
"k5652-73",4.0e-03,,1.0e-03,"<",0.02,,0.11,,0.18,,,
"k5652-74",4.0e-03,,2.0e-03,,9.0e-03,,0.38,,0.28,,,
"k5652-75",3.0e-03,,2.0e-03,,7.0e-03,,0.32,,0.40,,,
"k5652-76",3.0e-03,,5.0e-03,,0.01,,0.34,,0.14,,,
"k5652-77",6.0e-03,,4.0e-03,,7.0e-03,,0.04,,0.14,,,
"k5652-78",2.0e-03,,4.0e-03,,7.0e-03,,0.28,,0.12,,,
"k5652-79",3.0e-03,,1.0e-03,"<",4.0e-03,,0.28,,0.14,,,
"k5652-80",7.0e-03,,7.0e-03,,0.02,,0.37,,0.20,,,
"k5652-81",3.0e-03,"<",1.0e-03,"<",5.0e-03,,9.0e-03,,0.16,,,
"k5652-84",3.0e-03,,4.0e-03,,8.0e-03,,0.39,,0.29,,,
"k5652-85",5.0e-03,,2.0e-03,,7.0e-03,,0.30,,0.21,,,
"k5652-86",7.0e-03,,3.0e-03,,0.02,,0.33,,0.24,,,
"k5652-87",0.08,,0.02,,0.03,,0.59,,0.49,,,
"k5652-88",0.17,,0.02,,0.03,,0.64,,0.68,,,
"k5652-89",3.0e-03,,4.0e-03,,0.01,,0.10,,0.28,,,
"k5652-90",4.0e-03,,3.0e-03,,5.0e-03,,0.44,,0.27,,,
"k5652-91",3.0e-03,"<",4.0e-03,,5.0e-03,,0.29,,0.21,,,
"k5652-92",4.0e-03,,1.0e-03,"<",5.0e-03,,0.29,,0.21,,,
"k5652-93",0.04,,5.0e-03,,8.0e-03,,0.09,,0.26,,,
"k5652-94",6.0e-03,,5.0e-03,,9.0e-03,,0.42,,0.30,,,
"k5652-95",7.0e-03,,7.0e-03,,9.0e-03,,0.32,,0.20,,,
"k5652-96",0.01,,0.01,,9.0e-03,,0.40,,0.13,,,
"k5652-97",5.0e-03,,1.0e-03,"<",0.01,,0.13,,0.25,,,
"k5652-98",4.0e-03,,1.0e-03,"<",0.01,,0.47,,0.22,,,
"k5652-99",0.02,,9.0e-03,,0.01,,0.32,,0.12,,,
"K5658-10",4.0e-03,,0.01,,3.0e-03,,0.29,,0.08,,,
"K5658-11",7.0e-03,,0.01,,0.05,,0.38,,0.13,,,
"K5658-12",4.0e-03,,1.0e-03,"<",4.0e-03,,0.29,,0.10,,,
"K5658-7",5.0e-03,,1.0e-03,"<",0.01,,6.0e-03,,0.06,,,
"K5658-8",6.0e-03,,1.0e-03,"<",4.0e-03,,0.04,,0.13,,,
"K5658-9",5.0e-03,,1.0e-03,"<",4.0e-03,,0.26,,0.06,,,
"K5675-10",4.0e-03,,1.0e-03,"<",8.0e-03,,0.30,,0.20,,,
"K5675-11",7.0e-03,,3.0e-03,,6.0e-03,,0.40,,0.21,,,
"K5675-12",9.0e-03,,7.0e-03,,0.01,,0.42,,0.24,,,
"K5675-13",3.0e-03,"<",1.0e-03,,8.0e-03,,0.30,,0.21,,,
"K5675-14",3.0e-03,"<",1.0e-03,,0.01,,0.29,,0.34,,,
"K5675-8",3.0e-03,"<",1.0e-03,"<",0.01,,9.0e-03,,0.19,,,
"K5675-9",3.0e-03,"<",1.0e-03,"<",0.01,,0.25,,0.36,,,
"K5682-10",3.0e-03,"<",2.0e-03,,3.0e-03,,0.25,,0.13,,,
"K5682-11",3.0e-03,,3.0e-03,,0.01,,0.32,,0.10,,,
"K5682-12",5.0e-03,,6.0e-03,,3.0e-03,"<",0.42,,0.05,"<",,
"K5682-13",3.0e-03,,3.0e-03,,0.01,,0.32,,0.13,,,
"K5682-14",3.0e-03,,3.0e-03,,7.0e-03,,0.31,,0.19,,,
"K5682-8",3.0e-03,,4.0e-03,,0.01,,0.02,,0.14,,,
"K5682-9",3.0e-03,"<",1.0e-03,,0.01,,0.01,,0.15,,,
"K5688-100",1.29,,2.0e-03,,0.14,,0.05,,1.73,,,
"K5688-50",3.0e-03,"<",2.0e-03,,0.01,,0.30,,0.26,,,
"K5688-51",3.0e-03,,1.0e-03,,0.01,,0.33,,0.39,,,
"K5688-52",3.0e-03,"<",1.0e-03,"<",9.0e-03,,0.05,,0.21,,,
"K5688-53",4.0e-03,,1.0e-03,"<",0.01,,0.06,,0.27,,,
"K5688-54",4.0e-03,,1.0e-03,"<",0.01,,0.32,,0.22,,,
"K5688-55",7.0e-03,,4.0e-03,,0.01,,0.42,,0.27,,,
"K5688-58",4.0e-03,,1.0e-03,,0.02,,0.09,,0.21,,,
"K5688-59",3.0e-03,"<",1.0e-03,,0.01,,0.26,,0.28,,,
"K5688-60",3.0e-03,,1.0e-03,,0.01,,0.36,,0.27,,,
"K5688-61",4.0e-03,,1.0e-03,,0.01,,0.21,,0.20,,,
"K5688-62",2.0e-03,,1.0e-03,,0.01,,0.33,,0.28,,,
"K5688-63",9.0e-03,,7.0e-03,,6.0e-03,,0.38,,0.27,,,
"K5688-64",4.0e-03,,1.0e-03,,0.02,,0.13,,0.27,,,
"K5688-65",0.01,,1.0e-03,,0.03,,0.20,,0.34,,,
"K5688-66",0.01,,6.0e-03,,0.01,,0.40,,0.28,,,
"K5688-67",0.29,,,,,,,,0.94,,,
"K5688-68",0.11,,2.0e-03,,0.09,,0.34,,0.55,,,
"K5688-70",3.0e-03,,1.0e-03,,0.01,,0.18,,0.31,,,
"K5688-71",3.0e-03,"<",1.0e-03,,0.01,,0.29,,0.26,,,
"K5688-72",7.0e-03,,4.0e-03,,0.01,,0.35,,0.27,,,
"K5688-73",5.0e-03,,1.0e-03,,0.01,,0.20,,0.28,,,
"K5688-74",3.0e-03,,1.0e-03,,0.01,,0.33,,0.42,,,
"K5688-75",0.01,,9.0e-03,,5.0e-03,,0.38,,0.50,,,
"K5688-78",4.0e-03,,1.0e-03,,0.01,,0.30,,0.26,,,
"K5688-79",0.01,,6.0e-03,,0.01,,0.42,,0.25,,,
"K5688-80",0.01,,8.0e-03,,8.0e-03,,0.39,,0.31,,,
"K5688-81",0.02,,0.01,,0.01,,0.37,,0.25,,,
"K5688-82",5.0e-03,,1.0e-03,,9.0e-03,,0.33,,0.29,,,
"K5688-83",0.01,,0.01,,0.04,,0.35,,0.37,,,
"K5688-84",0.02,,7.0e-03,,0.05,,0.36,,0.36,,,
"K5688-85",7.0e-03,,4.0e-03,,0.03,,0.33,,0.43,,,
"K5688-86",9.0e-03,,6.0e-03,,0.02,,0.36,,0.45,,,
"K5688-87",0.02,,2.0e-03,,0.03,,0.44,,0.41,,,
"K5688-88",0.19,,5.0e-03,,0.02,,0.63,,0.70,,,
"K5688-89",0.19,,3.0e-03,,0.03,,0.59,,0.80,,,
"K5688-90",3.0e-03,,2.0e-03,,0.01,,0.14,,0.36,,,
"K5688-91",5.0e-03,,2.0e-03,,0.02,,0.17,,0.34,,,
"K5688-92",2.0e-03,,2.0e-03,,0.01,,0.30,,0.29,,,
"K5688-93",0.02,,0.01,,0.10,,0.11,,0.42,,,
"K5688-99",1.27,,2.0e-03,,0.14,,0.04,,1.47,,,
"K5691-10",5.0e-03,,2.0e-03,,3.0e-03,"<",0.34,,0.50,,,
"K5691-11",7.0e-03,,4.0e-03,,3.0e-03,"<",0.43,,0.43,,,
"K5691-12",4.0e-03,,1.0e-03,,3.0e-03,"<",0.27,,0.35,,,
"K5691-7",4.0e-03,,5.0e-03,,3.0e-03,"<",0.25,,0.39,,,
"K5691-8",5.0e-03,,3.0e-03,,3.0e-03,"<",0.09,,0.42,,,
"K5691-9",5.0e-03,,2.0e-03,,3.0e-03,,0.09,,0.40,,,
"K5696-10",5.0e-03,,1.0e-03,"<",3.0e-03,"<",0.39,,0.50,,,
"K5696-11",0.01,,1.0e-03,"<",3.0e-03,,0.40,,0.62,,,
"K5696-12",6.0e-03,,1.0e-03,,5.0e-03,,0.17,,0.42,,,
"K5696-7",6.0e-03,,1.0e-03,"<",3.0e-03,,0.19,,0.28,,,
"K5696-8",5.0e-03,,1.0e-03,"<",4.0e-03,,0.11,,0.43,,,
"K5696-9",5.0e-03,,1.0e-03,"<",7.0e-03,,0.12,,0.46,,,
"K5709-37",6.0e-03,,1.0e-03,"<",0.02,,0.25,,0.29,,,
"K5709-38",6.0e-03,,2.0e-03,,4.0e-03,,0.31,,0.29,,,
"K5709-39",4.0e-03,,2.0e-03,,8.0e-03,,0.17,,0.38,,,
"K5709-40",6.0e-03,,1.0e-03,"<",3.0e-03,,0.35,,0.29,,,
"K5709-41",0.01,,5.0e-03,,0.02,,0.43,,0.26,,,
"K5709-42",0.01,,7.0e-03,,0.01,,0.45,,0.36,,,
"K5709-45",4.0e-03,,2.0e-03,,5.0e-03,,0.19,,0.24,,,
"K5709-46",7.0e-03,,4.0e-03,,5.0e-03,,0.38,,0.30,,,
"K5709-47",0.01,,7.0e-03,,6.0e-03,,0.45,,0.30,,,
"K5709-48",6.0e-03,,1.0e-03,"<",0.03,,0.29,,0.26,,,
"K5709-49",9.0e-03,,3.0e-03,,0.05,,0.26,,0.33,,,
"K5709-50",0.01,,9.0e-03,,4.0e-03,,0.46,,0.37,,,
"K5709-51",5.0e-03,,1.0e-03,"<",0.02,,0.22,,0.27,,,
"K5709-52",0.01,,2.0e-03,,0.08,,0.23,,0.38,,,
"K5709-55",0.02,,1.0e-03,"<",0.09,,0.05,,0.53,,,
"K5709-56",5.0e-03,,2.0e-03,,0.10,,0.05,,0.25,,,
"K5709-57",0.01,,0.01,,5.0e-03,,0.25,,0.37,,,
"K5709-58",0.01,,4.0e-03,,5.0e-03,,0.44,,0.41,,,
"K5709-59",4.0e-03,,1.0e-03,,0.03,,0.44,,0.40,,,
"K5709-60",8.0e-03,,2.0e-03,,0.01,,0.30,,0.39,,,
"K5709-61",0.01,,3.0e-03,,0.03,,0.39,,0.50,,,
"K5709-62",4.0e-03,,1.0e-03,,0.03,,0.40,,0.38,,,
"K5709-63",0.02,,5.0e-03,,8.0e-03,,0.30,,0.46,,,
"K5709-64",5.0e-03,,1.0e-03,,0.07,,0.42,,0.35,,,
"K5709-65",0.02,,2.0e-03,,0.01,,0.32,,0.36,,,
"K5709-66",1.38,,3.0e-03,,0.07,,0.38,,1.29,,,
"K5709-67",9.0e-03,,1.0e-03,"<",0.09,,0.39,,0.38,,,
"K5709-68",0.02,,9.0e-03,,0.01,,0.18,,0.34,,,
"K5709-71",1.23,,3.0e-03,,0.15,,0.09,,1.94,,,
"K5713-10",3.0e-03,,1.0e-03,"<",0.01,,0.11,,0.17,,,
"K5713-11",6.0e-03,,1.0e-03,,0.05,,0.40,,0.15,,,
"K5713-12",4.0e-03,,1.0e-03,,0.07,,0.38,,0.23,,,
"K5713-13",0.01,,7.0e-03,,9.0e-03,,0.42,,0.25,,,
"K5713-16",0.02,,2.0e-03,,0.02,,0.32,,0.22,,,
"K5713-17",4.0e-03,,1.0e-03,"<",9.0e-03,,0.25,,0.21,,,
"K5727-10",5.0e-03,,2.0e-03,,9.0e-03,,0.35,,0.24,,,
"K5727-11",0.01,,2.0e-03,,3.0e-03,"<",0.40,,0.34,,,
"K5727-12",0.01,,6.0e-03,,3.0e-03,"<",0.41,,0.44,,,
"K5727-14",4.0e-03,,1.0e-03,,3.0e-03,"<",0.32,,0.32,,,
"K5727-8",3.0e-03,,1.0e-03,,3.0e-03,"<",0.31,,0.36,,,
"K5727-9",7.0e-03,,6.0e-03,,5.0e-03,,0.13,,0.26,,,
"K5742-30",4.0e-03,,1.0e-03,,3.0e-03,"<",0.33,,0.32,,,
"K5742-31",3.0e-03,,1.0e-03,"<",5.0e-03,,0.30,,0.28,,,
"K5742-32",6.0e-03,,1.0e-03,"<",3.0e-03,"<",0.11,,0.25,,,
"K5742-33",4.0e-03,,1.0e-03,"<",3.0e-03,"<",0.11,,0.59,,,
"K5742-34",4.0e-03,,1.0e-03,"<",3.0e-03,"<",0.17,,0.40,,,
"K5742-35",5.0e-03,,1.0e-03,"<",3.0e-03,"<",0.23,,0.38,,,
"K5742-36",3.0e-03,,1.0e-03,"<",3.0e-03,"<",0.33,,0.35,,,
"K5742-37",0.01,,1.0e-03,"<",3.0e-03,"<",0.42,,0.40,,,
"K5742-38",6.0e-03,,2.0e-03,,3.0e-03,"<",0.43,,0.65,,,
"K5742-39",8.0e-03,,4.0e-03,,3.0e-03,"<",0.42,,0.43,,,
"K5742-40",9.0e-03,,4.0e-03,,3.0e-03,"<",0.42,,0.42,,,
"K5742-41",3.0e-03,,1.0e-03,"<",3.0e-03,"<",0.14,,0.47,,,
"K5742-42",0.01,,5.0e-03,,3.0e-03,"<",0.39,,0.37,,,
"K5742-45",0.01,,1.0e-03,"<",7.0e-03,,0.17,,0.44,,,
"K5742-46",6.0e-03,,1.0e-03,,3.0e-03,"<",0.34,,0.40,,,
"K5742-47",0.05,,1.0e-03,"<",0.01,,0.03,,0.66,,,
"K5742-49",8.0e-03,,1.0e-03,,0.01,,0.13,,0.32,,,
"K5742-50",0.02,,1.0e-03,"<",0.01,,0.40,,0.49,,,
"K5742-51",0.02,,2.0e-03,,0.12,,0.26,,0.83,,,
"K5742-52",0.02,,3.0e-03,,0.13,,0.27,,0.72,,,
"K5742-53",0.01,,5.0e-03,,0.01,,0.36,,0.42,,,
"K5742-54",0.01,,7.0e-03,,5.0e-03,,0.43,,0.41,,,
"K5742-55",0.02,,0.01,,0.01,,0.40,,0.49,,,
"K5742-58",0.95,,5.0e-03,,0.19,,0.16,,2.05,,,
"K5742-60",6.0e-03,,1.0e-03,"<",0.01,,0.16,,0.50,,,
"K5742-61",6.0e-03,,1.0e-03,"<",0.01,,0.20,,0.36,,,
"K5742-62",5.0e-03,,1.0e-03,"<",0.02,,0.21,,0.54,,,
"K5742-63",4.0e-03,,1.0e-03,,5.0e-03,,0.28,,0.51,,,
"K5742-64",6.0e-03,,1.0e-03,"<",5.0e-03,,0.31,,0.27,,,
"K5742-65",5.0e-03,,1.0e-03,"<",0.01,,0.36,,0.21,,,
